config_name,seed,steps_to_target,target_reached,sigma_mean,sigma_std,adaptive_process_noise,adaptive_measurement_noise,signal_max,method
Standard EKF,227,1550,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,227,705,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,224,32493,True,0.8866021715029673,0.20157859188530328,True,False,20,Coupled EKF
Adaptive EKF,228,795,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,224,35499,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,226,23694,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,229,1393,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,229,1163,True,0.6076514440072364,0.26317552536444594,True,False,20,Coupled EKF
Adaptive EKF,229,1652,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,230,1275,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,230,13915,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,231,2313,True,0.5638820759373998,0.28015328409307383,True,False,20,Coupled EKF
Adaptive EKF,231,1786,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,231,16617,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,232,1255,True,0.7516080796621049,0.25426288291945753,True,False,20,Coupled EKF
Standard EKF,206,180708,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,232,1909,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,233,1980,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,223,77088,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,232,35563,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,233,51992,True,0.9612389488254085,0.13619445563339852,True,False,20,Coupled EKF
Adaptive EKF,234,509,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,230,101611,True,0.9691554879324585,0.11174178760778304,True,False,20,Coupled EKF
Coupled EKF,235,1186,True,0.6562271688781042,0.28384428655219446,True,False,20,Coupled EKF
Adaptive EKF,235,2855,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,236,3170,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,236,3711,True,0.6527284159146618,0.26192756987844956,True,False,20,Coupled EKF
Adaptive EKF,236,5440,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,201,325610,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,228,171592,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,234,120405,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,228,176482,True,0.9546934729808977,0.13025042723415656,True,False,20,Coupled EKF
Coupled EKF,238,1478,True,0.49881027674663697,0.21976480103247872,True,False,20,Coupled EKF
Adaptive EKF,238,877,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,235,93715,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,239,2106,True,0.6674892403828975,0.27836531384196056,True,False,20,Coupled EKF
Adaptive EKF,239,4461,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,221,232836,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,240,1804,True,0.6647271782802617,0.2615586045704948,True,False,20,Coupled EKF
Adaptive EKF,240,1537,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,239,19363,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,241,3481,True,0.6505323833609732,0.24595634758664445,True,False,20,Coupled EKF
Adaptive EKF,241,2328,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,242,1047,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,238,42652,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,242,1138,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,227,241059,True,0.9798210299398499,0.0889794426699204,True,False,20,Coupled EKF
Coupled EKF,243,6880,True,0.6180266315372359,0.27237580434293057,True,False,20,Coupled EKF
Adaptive EKF,243,4238,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,237,145631,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,244,2159,True,0.6830028509817775,0.2867857614471134,True,False,20,Coupled EKF
Coupled EKF,242,74426,True,0.9472402140286298,0.1450251598051137,True,False,20,Coupled EKF
Adaptive EKF,244,1851,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,245,1763,True,0.5727896455678516,0.33020261825758135,True,False,20,Coupled EKF
Adaptive EKF,245,1180,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,245,3444,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,246,982,True,0.7880272392895913,0.2279103712097172,True,False,20,Coupled EKF
Adaptive EKF,237,132378,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,246,1224,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,247,1556,True,0.7246125697392748,0.2670750744905426,True,False,20,Coupled EKF
Standard EKF,243,85371,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,247,3844,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,248,2269,True,0.5749756359432651,0.24873845647899603,True,False,20,Coupled EKF
Standard EKF,246,11476,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,248,1901,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,249,602,True,0.5968836675426047,0.33612468868097906,True,False,20,Coupled EKF
Adaptive EKF,249,1282,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,237,151791,True,0.963317871538968,0.12308406726042344,True,False,20,Coupled EKF
Coupled EKF,250,1710,True,0.4840517332327064,0.2611965900127116,True,False,20,Coupled EKF
Adaptive EKF,250,907,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,240,135828,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,249,42381,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,233,313886,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,252,1188,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,252,908,True,0.7094003283653443,0.2910863526005399,True,False,20,Coupled EKF
Adaptive EKF,252,1276,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,253,1231,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,251,9134,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,253,2789,True,0.590514156168728,0.25210649276562064,True,False,20,Coupled EKF
Standard EKF,247,74469,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,254,10966,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,254,2754,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,254,4235,True,0.4625073314878359,0.27031939345112127,True,False,20,Coupled EKF
Adaptive EKF,253,23014,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,251,58781,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,255,1182,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,250,79144,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,256,884,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,251,58913,True,0.9135801735346626,0.17703837317198975,True,False,20,Coupled EKF
Standard EKF,257,3966,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,257,2041,True,0.564048496810271,0.2684901795316849,True,False,20,Coupled EKF
Adaptive EKF,257,2172,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,258,2751,True,0.5627516693536407,0.26038099995257624,True,False,20,Coupled EKF
Adaptive EKF,258,3167,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,248,103618,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,259,2122,True,0.7310653281973339,0.28005721661143607,True,False,20,Coupled EKF
Coupled EKF,234,332778,True,0.9823318336840556,0.08595700171056783,True,False,20,Coupled EKF
Standard EKF,255,46476,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,260,2055,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,260,2547,True,0.7968964343184047,0.2617349750069777,True,False,20,Coupled EKF
Standard EKF,261,418,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,260,2122,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,261,1260,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,262,909,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,259,17221,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,261,5752,True,0.7377668961984086,0.24810967634214096,True,False,20,Coupled EKF
Standard EKF,244,182200,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,262,21254,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,263,4252,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,256,95532,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,258,83505,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,264,4346,True,0.70591981021905,0.2486732977651118,True,False,20,Coupled EKF
Standard EKF,265,1419,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,265,2198,True,0.42034169084230644,0.22159684007799602,True,False,20,Coupled EKF
Adaptive EKF,265,1556,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,241,298968,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,266,8483,True,0.8682369687423197,0.20215099431253777,True,False,20,Coupled EKF
Adaptive EKF,266,2572,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,255,137920,True,0.9718550397485974,0.10437735339167493,True,False,20,Coupled EKF
Coupled EKF,262,92200,True,0.9129988576636127,0.1788127151329735,True,False,20,Coupled EKF
Adaptive EKF,267,1047,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,267,12699,True,0.8146088664288924,0.23426818001454133,True,False,20,Coupled EKF
Coupled EKF,268,2730,True,0.7000673798690601,0.2909762003286122,True,False,20,Coupled EKF
Standard EKF,259,131969,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,268,2716,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,269,2030,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,269,1581,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,270,6883,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,270,5537,True,0.6181612770300324,0.2477412233632546,True,False,20,Coupled EKF
Adaptive EKF,183,907842,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,267,47334,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,270,4010,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,271,1268,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,263,117844,True,0.9798519760144968,0.09162351974758125,True,False,20,Coupled EKF
Adaptive EKF,175,970200,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,272,3068,True,0.774810489780225,0.23905996403221372,True,False,20,Coupled EKF
Standard EKF,273,3324,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,271,18239,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,273,2507,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,256,200111,True,0.9704091947761679,0.1098670871603344,True,False,20,Coupled EKF
Coupled EKF,269,54739,True,0.9221105141156756,0.1713207791228987,True,False,20,Coupled EKF
Adaptive EKF,274,1471,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,263,186380,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,275,2825,True,0.5667251169467789,0.21382596862495967,True,False,20,Coupled EKF
Adaptive EKF,275,1918,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,272,53134,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,276,3320,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,276,2483,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,277,1081,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,273,66217,True,0.9586820238684923,0.12366025943606344,True,False,20,Coupled EKF
Adaptive EKF,277,2205,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,274,45400,True,0.9473320230106567,0.15326811133934162,True,False,20,Coupled EKF
Standard EKF,274,71582,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,275,48645,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,278,815,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,266,164576,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,279,2701,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,279,4019,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,280,1446,True,0.6899084906208289,0.2518890253448939,True,False,20,Coupled EKF
Adaptive EKF,280,1765,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,281,1088,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,276,40988,True,0.9473497099944175,0.143418807606223,True,False,20,Coupled EKF
Coupled EKF,281,11082,True,0.8116765709530895,0.24435719477154627,True,False,20,Coupled EKF
Adaptive EKF,281,13264,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,282,670,True,0.6958541318880797,0.25121390858630804,True,False,20,Coupled EKF
Adaptive EKF,282,1257,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,278,33105,True,0.9528569383095065,0.13704748808249348,True,False,20,Coupled EKF
Coupled EKF,283,1437,True,0.7733434492283189,0.22564534580726525,True,False,20,Coupled EKF
Adaptive EKF,283,2461,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,277,63957,True,0.9576983850285973,0.12483146468799512,True,False,20,Coupled EKF
Standard EKF,282,20885,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,284,2529,True,0.7071719057757191,0.2779667466230814,True,False,20,Coupled EKF
Adaptive EKF,284,3682,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,285,14516,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,285,13930,True,0.8207896581937749,0.2358608037946725,True,False,20,Coupled EKF
Adaptive EKF,285,1915,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,286,1053,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,286,1509,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,279,65973,True,0.9750475121618554,0.11321659132432033,True,False,20,Coupled EKF
Standard EKF,284,35321,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,268,200841,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,287,3152,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,288,1189,True,0.5695966398978171,0.3020637525840856,True,False,20,Coupled EKF
Adaptive EKF,288,921,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,289,807,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,264,271650,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,289,1424,True,0.636446614879223,0.3092142255349371,True,False,20,Coupled EKF
Coupled EKF,287,12721,True,0.9025556941667385,0.20056563711152137,True,False,20,Coupled EKF
Adaptive EKF,289,4569,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,288,12240,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,290,18661,True,0.8468702014829568,0.20481103844408155,True,False,20,Coupled EKF
Coupled EKF,291,2014,True,0.6377513961357798,0.24243381063375347,True,False,20,Coupled EKF
Adaptive EKF,290,19823,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,291,2885,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,292,1270,True,0.6128379942717179,0.2715233504974139,True,False,20,Coupled EKF
Coupled EKF,271,193089,True,0.961089972957594,0.12900480502931927,True,False,20,Coupled EKF
Standard EKF,290,35542,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,293,1363,True,0.6673512805147048,0.269041838592891,True,False,20,Coupled EKF
Adaptive EKF,293,4283,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,292,18042,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,286,76390,True,0.9617660557580119,0.13672335840324482,True,False,20,Coupled EKF
Adaptive EKF,294,1288,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,295,5920,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,292,49839,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,295,2508,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,293,57738,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,296,20865,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,272,259284,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,296,8795,True,0.8163988429081555,0.24870152174913684,True,False,20,Coupled EKF
Coupled EKF,294,54287,True,0.9721209144513783,0.11117864134434778,True,False,20,Coupled EKF
Adaptive EKF,297,2112,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,294,61894,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,283,156704,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,298,2587,True,0.5358475243913136,0.25073031946123636,True,False,20,Coupled EKF
Adaptive EKF,298,1061,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,299,851,True,0.5893477886800361,0.24299187857355123,True,False,20,Coupled EKF
Adaptive EKF,299,953,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,299,2159,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,296,14315,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,300,4512,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,300,5069,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,301,4037,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,301,2364,True,0.666240449172251,0.2260979903802808,True,False,20,Coupled EKF
Standard EKF,302,1419,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,302,1650,True,0.58816170035687,0.31163920371129367,True,False,20,Coupled EKF
Adaptive EKF,302,1934,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,303,913,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,280,211122,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,297,43890,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,303,7072,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,304,3837,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,304,1750,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,303,20742,True,0.8125848128686766,0.25370204529814133,True,False,20,Coupled EKF
Coupled EKF,305,1489,True,0.7821109088338745,0.25622065588718146,True,False,20,Coupled EKF
Adaptive EKF,305,1303,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,297,50694,True,0.8902333645655535,0.19950846999398078,True,False,20,Coupled EKF
Coupled EKF,306,1193,True,0.7306726544703789,0.28803174087228933,True,False,20,Coupled EKF
Standard EKF,306,2187,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,307,965,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,301,37794,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,307,1543,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,308,1409,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,308,1263,True,0.5634821679330784,0.29290572706061996,True,False,20,Coupled EKF
Adaptive EKF,308,1462,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,309,2050,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,300,52971,True,0.9361720662844123,0.16778099787765993,True,False,20,Coupled EKF
Adaptive EKF,309,21361,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,310,2525,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,310,6468,True,0.4539090434768376,0.19583443050227353,True,False,20,Coupled EKF
Coupled EKF,304,55331,True,0.957102335617737,0.1361700674411211,True,False,20,Coupled EKF
Standard EKF,311,575,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,291,200469,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,310,19569,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,287,235832,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,311,13328,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,312,1818,True,0.8326609076063122,0.2267147731568576,True,False,20,Coupled EKF
Standard EKF,313,1831,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,312,2306,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,313,924,True,0.6748800641697086,0.27414154380143185,True,False,20,Coupled EKF
Standard EKF,314,697,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,314,859,True,0.6594505432983305,0.3054127705508133,True,False,20,Coupled EKF
Coupled EKF,309,58632,True,0.9208653928566168,0.17079663533820955,True,False,20,Coupled EKF
Standard EKF,315,2506,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,311,27910,True,0.8937614333695334,0.2097797088991279,True,False,20,Coupled EKF
Coupled EKF,315,2917,True,0.6172103438951112,0.28498247603691146,True,False,20,Coupled EKF
Adaptive EKF,315,2220,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,316,3920,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,316,6255,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,306,90217,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,317,618,True,0.5435604146312655,0.25735939729240237,True,False,20,Coupled EKF
Adaptive EKF,317,947,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,313,24224,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,295,172073,True,0.9597918192112217,0.1353061533973135,True,False,20,Coupled EKF
Adaptive EKF,314,25143,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,318,1081,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,318,9424,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,319,2452,True,0.7624400142821781,0.22896138784906073,True,False,20,Coupled EKF
Standard EKF,320,5327,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,320,8999,True,0.809792973671201,0.22543555148981131,True,False,20,Coupled EKF
Standard EKF,305,121496,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,320,1482,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,307,135769,True,0.966701518609214,0.12209599188274693,True,False,20,Coupled EKF
Adaptive EKF,319,55757,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,322,4822,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,321,17730,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,322,833,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,322,8228,True,0.72833330732798,0.23377037311962745,True,False,20,Coupled EKF
Coupled EKF,323,2075,True,0.5975477972375514,0.2863399174913536,True,False,20,Coupled EKF
Coupled EKF,316,91146,True,0.9807430208114245,0.09724057424135524,True,False,20,Coupled EKF
Standard EKF,324,4997,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,298,230851,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,324,1291,True,0.8015182564760545,0.24994758552289748,True,False,20,Coupled EKF
Standard EKF,325,1135,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,324,2337,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,325,2686,True,0.526135055679447,0.2746559960301761,True,False,20,Coupled EKF
Adaptive EKF,325,2249,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,326,2604,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,317,100165,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,278,428341,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,327,1774,True,0.5891730536302594,0.26164942566355986,True,False,20,Coupled EKF
Adaptive EKF,326,6617,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,323,23380,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,326,14270,True,0.9042601348089233,0.16913331652054475,True,False,20,Coupled EKF
Adaptive EKF,327,8132,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,328,1254,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,329,1797,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,329,2476,True,0.5959219377372731,0.2602117819150049,True,False,20,Coupled EKF
Standard EKF,330,2624,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,330,2081,True,0.7979545766106535,0.24748524422733859,True,False,20,Coupled EKF
Adaptive EKF,330,14429,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,329,27076,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,319,131618,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,331,466,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,331,734,True,0.642601930250123,0.24551353119910901,True,False,20,Coupled EKF
Coupled EKF,321,111282,True,0.9720509702852638,0.09971426886347699,True,False,20,Coupled EKF
Adaptive EKF,332,3554,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,332,10478,True,0.8455226083473272,0.21168845244291998,True,False,20,Coupled EKF
Standard EKF,333,2958,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,331,26444,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,323,87717,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,334,1266,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,334,1258,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,335,1510,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,264,653454,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,333,15102,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,335,716,True,1.0,0.0,False,True,20,Adaptive EKF
Standard EKF,336,2190,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,336,2682,True,0.48640319158505446,0.21404881851192994,True,False,20,Coupled EKF
Adaptive EKF,336,1368,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,337,1162,True,0.5851231109809707,0.24932099375993647,True,False,20,Coupled EKF
Adaptive EKF,337,465,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,334,10935,True,0.5779226215719206,0.2425128555699045,True,False,20,Coupled EKF
Coupled EKF,338,5658,True,0.593323002425292,0.2638898281829834,True,False,20,Coupled EKF
Standard EKF,332,42917,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,339,807,True,1.0,0.0,False,False,20,Standard EKF
Standard EKF,321,157356,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,339,5512,True,0.484425003560082,0.20508652313757253,True,False,20,Coupled EKF
Adaptive EKF,339,1124,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,340,2998,True,0.5447136488578559,0.28126452929207996,True,False,20,Coupled EKF
Standard EKF,340,4263,True,1.0,0.0,False,False,20,Standard EKF
Coupled EKF,333,47041,True,0.9225619590952897,0.18831109902038365,True,False,20,Coupled EKF
Standard EKF,341,6786,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,340,7538,True,1.0,0.0,False,True,20,Adaptive EKF
Coupled EKF,341,1153,True,0.6355524680226169,0.2688661481990421,True,False,20,Coupled EKF
Standard EKF,342,1350,True,1.0,0.0,False,False,20,Standard EKF
Adaptive EKF,342,1002,True,1.0,0.0,False,True,20,Adaptive EKF
Adaptive EKF,341,2474,True,1.0,0.0,False,True,20,Adaptive EKF
